Ngay,Tinh,Huyen,Xa,Kinh Do,Vi Do
30/04/2020,Đắk Lắk,Ea H'Leo,Ea H'leo,108.10236,13.33976
30/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38588,14.15871
30/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.33797,14.09896
30/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.435,14.08
30/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.35257,14.09692
30/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.44308,14.28554
30/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.50322,14.19619
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.56184,14.14007
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.46156,14.07936
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.50954,14.12003
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.56425,14.11952
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.50188,14.07808
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.64567,14.16638
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.60559,14.09141
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.49598,14.0942
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.50344,14.08117
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.58511,14.14065
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.58394,14.13585
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.57712,14.13715
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.50471,14.12096
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.647,14.165
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.58314,14.14627
30/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.45173,14.05536
30/04/2020,Kon Tum,Đắk Glei,Đắk Nhoong,107.65524,15.05732
30/04/2020,Kon Tum,Đắk Glei,Xốp,107.789,15.12872
30/04/2020,Kon Tum,Sa Thầy,Mô Rai,107.434,14.393
30/04/2020,Kon Tum,Sa Thầy,Mô Rai,107.58263,14.25905
30/04/2020,Kon Tum,Kon Plông,Măng Cành,108.25419,14.64785
30/04/2020,Kon Tum,Kon Rẫy,Đắk Kôi,108.22073,14.62928
30/04/2020,Kon Tum,Đắk Hà,Ngọk Réo,108.06819,14.4777
30/04/2020,Kon Tum,Ngọc Hồi,Đắk Dục,107.6363,14.82095
30/04/2020,Kon Tum,Đắk Tô,Đắk Rơ Nga,107.74355,14.76661
30/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.22997,14.33334
30/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.22696,14.3295
30/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.22341,14.32896
30/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.22643,14.3328
30/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.23051,14.33004
30/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.225,14.321
30/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.224,14.33
30/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.23051,14.33092
30/04/2020,Gia Lai,Kông Chro,Chơ Long,108.37185,13.72549
30/04/2020,Gia Lai,Kông Chro,Đăk PLing,108.768,13.68
30/04/2020,Gia Lai,Kông Chro,Đăk PLing,108.77,13.671
30/04/2020,Gia Lai,Kông Chro,Đăk Tơ Pang,108.5871,13.83247
30/04/2020,Gia Lai,Kông Chro,Đăk Tơ Pang,108.565,13.817
30/04/2020,Gia Lai,Kông Chro,Đăk Tơ Pang,108.5945,13.854
30/04/2020,Gia Lai,Ia Grai,Ia Bă,107.7705,14.02979
30/04/2020,Gia Lai,Ia Grai,Ia Bă,107.77994,14.06176
30/04/2020,Gia Lai,Chư Prông,Bàu Cạn,107.869,13.865
30/04/2020,Gia Lai,Chư Prông,Ia Mơ,107.65,13.365
30/04/2020,Gia Lai,Chư Păh,Hà Tây,108.20446,14.26502
30/04/2020,Gia Lai,Chư Păh,Hà Tây,108.206,14.264
30/04/2020,Gia Lai,Đak Pơ,Ya Hội,108.713,13.929
30/04/2020,Gia Lai,Ia Pa,Chư Mố,108.52604,13.49558
30/04/2020,Gia Lai,Chư Pưh,Ia Hla,108.03686,13.5835
30/04/2020,Quảng Ngãi,Bình Sơn,Bình An,108.58317,15.32908
30/04/2020,Quảng Ngãi,Bình Sơn,Bình Đông,108.78756,15.38209
30/04/2020,Quảng Ngãi,Bình Sơn,Bình Đông,108.79778,15.36937
30/04/2020,Quảng Ngãi,Bình Sơn,Bình Đông,108.79072,15.38146
30/04/2020,Quảng Ngãi,Bình Sơn,Bình Đông,108.78868,15.3872
30/04/2020,Quảng Ngãi,Bình Sơn,Bình Khương,108.65818,15.34696
30/04/2020,Quảng Ngãi,Bình Sơn,Bình Thuận,108.799,15.37446
30/04/2020,Quảng Ngãi,Ba Tơ,Ba Lế,108.71912,14.67068
30/04/2020,Quảng Ngãi,Ba Tơ,Ba Lế,108.739,14.659
30/04/2020,Quảng Ngãi,Ba Tơ,Ba Lế,108.719,14.666
30/04/2020,Quảng Ngãi,Ba Tơ,BaThành,108.7475,14.85717
30/04/2020,Quảng Ngãi,Ba Tơ,BaThành,108.73616,14.85889
30/04/2020,Quảng Ngãi,Ba Tơ,BaThành,108.746,14.854
30/04/2020,Quảng Ngãi,Ba Tơ,Ba Xa,108.53252,14.66989
30/04/2020,Quảng Ngãi,Sơn Tây,Sơn Long,108.31607,14.94467
30/04/2020,Quảng Ngãi,Sơn Tây,Sơn Long,108.317,14.941
30/04/2020,Quảng Ngãi,Đức Phổ,Phổ Cường,108.97756,14.78291
30/04/2020,Quảng Ngãi,Sơn Hà,Sơn Kỳ,108.492,14.902
30/04/2020,Quảng Ngãi,Trà Bồng,Trà Tân,108.507,15.188
30/04/2020,Quảng Ngãi,Tư Nghĩa,Nghĩa Thọ,108.67756,15.09032
30/04/2020,Quảng Nam,Tiên Phước,Tiên An,108.33738,15.44158
30/04/2020,Quảng Nam,Tiên Phước,Tiên An,108.33801,15.41454
30/04/2020,Quảng Nam,Tiên Phước,Tiên An,108.34,15.414
30/04/2020,Quảng Nam,Tiên Phước,Tiên An,108.336,15.441
30/04/2020,Quảng Nam,Đại Lộc,Đại Hồng,107.97901,15.83745
30/04/2020,Quảng Nam,Đại Lộc,Đại Hồng,107.977,15.841
30/04/2020,Quảng Nam,Đại Lộc,Đại Hồng,107.978,15.832
30/04/2020,Quảng Nam,Phước Sơn,Phước Chánh,107.80807,15.41248
30/04/2020,Quảng Nam,Phước Sơn,Phước Mỹ,107.73767,15.35095
30/04/2020,Quảng Nam,Thăng Bình,Bình Phú,108.33045,15.61616
30/04/2020,Quảng Nam,Bắc Trà My,Trà Nú,108.317,15.355
30/04/2020,Quảng Nam,Đông Giang,Sông Kôn,107.76011,15.98356
30/04/2020,Quảng Nam,Núi Thành,Tam Mỹ Tây,108.59579,15.39214
30/04/2020,Quảng Nam,Quế Sơn,Quế Phong,108.168,15.675
30/04/2020,Quảng Nam,Hiệp Đức,Hiệp Hòa,107.991,15.558
30/04/2020,Lâm Đồng,Lạc Dương,Da Nhim,108.5426,12.19279
30/04/2020,Lâm Đồng,Lạc Dương,Da Nhim,108.52025,12.24352
30/04/2020,Lâm Đồng,Lạc Dương,Đạ Sar,108.60727,11.97248
30/04/2020,Lâm Đồng,Lạc Dương,Đưng KNớ,108.47849,12.25746
30/04/2020,Lâm Đồng,Lạc Dương,Đưng KNớ,108.48147,12.2613
30/04/2020,Lâm Đồng,Lạc Dương,Đưng KNớ,108.48,12.258
30/04/2020,Lâm Đồng,Đơn Dương,TT. D'Ran,108.58382,11.93848
30/04/2020,Lâm Đồng,Đơn Dương,TT. D'Ran,108.583,11.934
30/04/2020,Lâm Đồng,Đức Trọng,Hiệp An,108.43699,11.80137
30/04/2020,Lâm Đồng,Di Linh,Sơn Điền,108.02168,11.3718
30/04/2020,Lâm Đồng,Đạ Tẻh,Triệu Hải,107.561,11.521
30/04/2020,Lâm Đồng,Đà Lạt,Xuân Thọ,108.49625,11.87778
30/04/2020,Lâm Đồng,Cát Tiên,Mỹ Lâm,107.429,11.61
30/04/2020,Lâm Đồng,Đam Rông,Đa M'Rong,108.37881,12.14056
30/04/2020,Lạng Sơn,Đình Lập,Bính Xá,107.14618,21.68986
30/04/2020,Lạng Sơn,Đình Lập,Châu Sơn,107.16119,21.44508
30/04/2020,Lạng Sơn,Đình Lập,Châu Sơn,107.22695,21.44116
30/04/2020,Lạng Sơn,Đình Lập,Châu Sơn,107.228,21.44
30/04/2020,Lạng Sơn,Đình Lập,Châu Sơn,107.218,21.438
30/04/2020,Lạng Sơn,Đình Lập,Đồng Thắng,107.10757,21.42356
30/04/2020,Lạng Sơn,Đình Lập,Lâm Ca,107.068,21.436
30/04/2020,Lạng Sơn,Bắc Sơn,Nhất Tiến,106.295,21.752
30/04/2020,Lạng Sơn,Chi Lăng,Bắc Thủy,106.6967,21.73132
30/04/2020,Bình Thuận,Bắc Bình,Phan Điền,108.55325,11.34896
30/04/2020,Bình Thuận,Bắc Bình,Phan Lâm,108.54852,11.40243
30/04/2020,Bình Thuận,Bắc Bình,Phan Lâm,108.42515,11.49502
30/04/2020,Bình Thuận,Bắc Bình,Phan Lâm,108.42867,11.49556
30/04/2020,Bình Thuận,Hàm Tân,Sơn Mỹ,107.7,10.674
30/04/2020,Bình Thuận,Hàm Tân,Tân Hà,107.63844,10.77085
30/04/2020,Bình Thuận,Hàm Tân,Tân Thắng,107.63069,10.67451
30/04/2020,Bình Thuận,Tuy Phong,Phan Dũng,108.60236,11.53558
30/04/2020,Kiên Giang,Hòn Đất,Bình Sơn,104.8553,10.27301
30/04/2020,Kiên Giang,Hòn Đất,Nam Thái Sơn,104.89175,10.25942
30/04/2020,Kiên Giang,Hòn Đất,Nam Thái Sơn,104.89648,10.2602
30/04/2020,Kiên Giang,Hòn Đất,Nam Thái Sơn,104.89239,10.25561
30/04/2020,Kiên Giang,Hòn Đất,Nam Thái Sơn,104.89713,10.25639
30/04/2020,Kiên Giang,Hòn Đất,Nam Thái Sơn,104.897,10.256
30/04/2020,Kiên Giang,Hòn Đất,Nam Thái Sơn,104.885,10.254
30/04/2020,Phú Yên,Sơn Hòa,Phước Tân,108.89832,13.28098
30/04/2020,Phú Yên,Sơn Hòa,Sơn Hội,108.95609,13.30661
30/04/2020,Phú Yên,Sơn Hòa,Sơn Hội,108.95659,13.30329
30/04/2020,Phú Yên,Sơn Hòa,Sơn Hội,108.954,13.301
30/04/2020,Phú Yên,Sơn Hòa,Sơn Hội,108.945,13.3
30/04/2020,Phú Yên,Sông Hinh,Ea Bá,108.79956,13.03961
30/04/2020,Đắk Nông,KRông Nô,Đắk Nang,107.931,12.297
30/04/2020,Đắk Nông,KRông Nô,Nâm N'Đir,107.859,12.354
30/04/2020,Đắk Nông,KRông Nô,Nam Nung,107.83239,12.35116
30/04/2020,Đắk Nông,Đắk Glong,Đắk R'Măng,107.968,12.047
30/04/2020,Đắk Nông,Đắk Glong,Đắk R'Măng,107.979,12.045
30/04/2020,Khánh Hòa,Khánh Vĩnh,Khánh Hiệp,108.92074,12.42328
30/04/2020,Khánh Hòa,Khánh Vĩnh,Khánh Hiệp,108.92085,12.42892
30/04/2020,Khánh Hòa,Khánh Vĩnh,Khánh Hiệp,108.92419,12.4226
30/04/2020,Khánh Hòa,Khánh Vĩnh,Khánh Hiệp,108.91705,12.42401
30/04/2020,Khánh Hòa,Khánh Sơn,Sơn Hiệp,108.93835,12.06149
30/04/2020,Đồng Tháp,Cao Lãnh,Ba Sao,105.69846,10.58556
30/04/2020,Đồng Tháp,Cao Lãnh,Gáo Giồng,105.61651,10.60206
30/04/2020,Đồng Tháp,Cao Lãnh,Phương Thịnh,105.69305,10.61821
30/04/2020,Đồng Tháp,Tháp Mười,Mỹ Quý,105.78498,10.5548
30/04/2020,Đồng Tháp,Tháp Mười,Mỹ Quý,105.78205,10.55471
30/04/2020,Bình Định,An Lão,An Hưng,108.9051,14.68134
30/04/2020,Bình Định,An Lão,An Hưng,108.91534,14.63857
30/04/2020,Bình Định,Vĩnh Thạnh,Vĩnh Kim,108.69692,14.42047
30/04/2020,Bình Định,Tây Sơn,Tây Thuận,108.77792,13.98636
30/04/2020,Bình Định,Phù Cát,Cát Nhơn,109.15856,13.96865
30/04/2020,Nghệ An,Kỳ Sơn,Keng Đu,104.092,19.617
30/04/2020,Nghệ An,Kỳ Sơn,Keng Đu,104.078,19.658
30/04/2020,Nghệ An,Kỳ Sơn,Mường ải,103.96252,19.28713
30/04/2020,Nghệ An,Kỳ Sơn,Nậm Cắn,104.132,19.459
30/04/2020,Nghệ An,Kỳ Sơn,Tà Cạ,104.09619,19.38232
30/04/2020,Bắc Giang,Bắc Giang,Song Khê,106.184,21.248
30/04/2020,Bắc Giang,Bắc Giang,Song Khê,106.175,21.247
30/04/2020,Bắc Giang,Sơn Động,Dương Hưu,106.971,21.248
30/04/2020,Bắc Giang,Sơn Động,Giáo Liêm,106.846,21.396
30/04/2020,Ninh Thuận,Ninh Sơn,Lâm Sơn,108.68238,11.88244
30/04/2020,Ninh Thuận,Ninh Sơn,Lâm Sơn,108.67887,11.88191
30/04/2020,Ninh Thuận,Ninh Sơn,Lâm Sơn,108.681,11.882
30/04/2020,Hải Dương,TX. Chí Linh,An Lạc,106.42914,21.06795
30/04/2020,Hải Dương,TX. Chí Linh,Hoàng Tiến,106.48941,21.17884
30/04/2020,Hải Dương,Nam Sách,Hiệp Cát,106.29618,21.03109
30/04/2020,Long An,Tân Hưng,Vĩnh Châu A,105.75,10.724
30/04/2020,Long An,Tân Thạnh,Kiến Bình,106.0674,10.63839
30/04/2020,Bình Phước,Bù Đốp,Thanh Hòa,106.83,11.943
30/04/2020,Bình Phước,Phú Riềng,Phước Tân,106.97299,11.73466
30/04/2020,Bình Dương,TX. Bến Cát,P. Tân Định,106.62135,11.07088
30/04/2020,Bình Dương,Phú Giáo,Tân Long,106.718,11.269
30/04/2020,Vĩnh Long,Long Hồ,Hòa Phú,105.94,10.17
30/04/2020,An Giang,Tri Tôn,Châu Lăng,104.978,10.456
30/04/2020,Hà Nội,Quốc Oai,TT. Quốc Oai,105.632,21.003
30/04/2020,Hưng Yên,Yên Mỹ,Giai Phạm,106.026,20.94
30/04/2020,Quảng Trị,Hướng Hóa,Ba Tầng,106.795,16.511
30/04/2020,Đồng Nai,Xuân Lộc,Xuân Tâm,107.468,10.901
30/04/2020,Bà Rịa-Vũng Tàu,Xuyên Mộc,Xuyên Mộc,107.43053,10.54509
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.39692,14.19491
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38483,14.1588
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.40428,14.0582
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.40239,14.05893
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.39851,14.07316
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38988,14.16399
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38873,14.1566
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38794,14.16033
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38376,14.15594
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38548,14.15954
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.3924,14.16476
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38623,14.15581
29/04/2020,Kon Tum,Ia H' Drai,Ia Dal,107.38729,14.16408
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.44383,14.28675
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.50191,14.19476
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.50329,14.19824
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.50205,14.19174
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.49776,14.27867
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.493,14.27246
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.48753,14.27782
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.5,14.195
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.49332,14.27725
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.49245,14.27923
29/04/2020,Kon Tum,Ia H' Drai,Ia Dom,107.51,14.194
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.64177,14.15838
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.64397,14.15676
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.6439,14.1612
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.49579,14.09383
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.53165,14.12956
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.53784,14.09947
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.64586,14.16842
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.58484,14.14455
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.45216,14.05751
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.53084,14.13332
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.53833,14.09567
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.65134,14.16528
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.50019,14.12143
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.58013,14.06363
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.586,14.141
29/04/2020,Kon Tum,Ia H' Drai,Ia Tơi,107.563,14.137
29/04/2020,Kon Tum,Sa Thầy,Mô Rai,107.442,14.395
29/04/2020,Kon Tum,Sa Thầy,Mô Rai,107.443,14.384
29/04/2020,Kon Tum,Sa Thầy,Mô Rai,107.4384,14.38999
29/04/2020,Kon Tum,Sa Thầy,Mô Rai,107.42648,14.40768
29/04/2020,Kon Tum,Sa Thầy,Mô Rai,107.46758,14.32465
29/04/2020,Kon Tum,Sa Thầy,Ya Ly,107.84068,14.32255
29/04/2020,Kon Tum,Sa Thầy,Ya Xiêr,107.79161,14.3603
29/04/2020,Kon Tum,Đắk Glei,Đắk Choong,107.85173,15.17276
29/04/2020,Kon Tum,Đắk Glei,Đắk Choong,107.85204,15.16881
29/04/2020,Kon Tum,Đắk Glei,TT. Đắk Glei,107.78442,15.00439
29/04/2020,Kon Tum,Ngọc Hồi,Đắk Dục,107.62225,14.8424
29/04/2020,Kon Tum,Ngọc Hồi,Đắk Dục,107.62453,14.84068
29/04/2020,Kon Tum,Ngọc Hồi,Đắk Dục,107.6238,14.84451
29/04/2020,Kon Tum,Đắk Hà,Đắk Ui,108.04889,14.59741
29/04/2020,Kon Tum,Tu Mơ Rông,Văn Xuôi,108.04598,14.89133
29/04/2020,Đắk Lắk,Krông Bông,Cư Drăm,108.68304,12.50077
29/04/2020,Đắk Lắk,Krông Bông,Cư Pui,108.474,12.517
29/04/2020,Đắk Lắk,Krông Bông,Cư Pui,108.58349,12.56839
29/04/2020,Đắk Lắk,Krông Bông,Cư Pui,108.58304,12.57237
29/04/2020,Đắk Lắk,Krông Bông,Cư Pui,108.55744,12.56887
29/04/2020,Đắk Lắk,Krông Bông,Hòa Phong,108.52386,12.54818
29/04/2020,Đắk Lắk,Krông Bông,Hòa Phong,108.48781,12.59889
29/04/2020,Đắk Lắk,Krông Bông,Yang Mao,108.58393,12.42876
29/04/2020,Đắk Lắk,Ea H'Leo,Cư A Mung,107.98809,13.17688
29/04/2020,Đắk Lắk,Ea H'Leo,Cư A Mung,108.01444,13.15915
29/04/2020,Đắk Lắk,Ea H'Leo,Cư A Mung,108.01135,13.16033
29/04/2020,Đắk Lắk,Ea H'Leo,Ea Wy,108.06762,13.25452
29/04/2020,Đắk Lắk,M'Đrắk,Ea Lai,108.70788,12.86302
29/04/2020,Đắk Lắk,M'Đrắk,Ea Lai,108.70441,12.86256
29/04/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.78,12.603
29/04/2020,Đắk Lắk,M'Đrắk,Ea Trang,108.77,12.601
29/04/2020,Đắk Lắk,Lắk,Buôn Triết,108.07127,12.41594
29/04/2020,Đắk Lắk,Lắk,Đắk Nuê,108.17895,12.31312
29/04/2020,Đắk Lắk,Lắk,Đắk Nuê,108.10532,12.31925
29/04/2020,Đắk Lắk,Cư M'Gar,Ea Kuêh,108.0266,13.06136
29/04/2020,Đắk Lắk,Cư M'Gar,Ea Kuêh,108.02324,13.06213
29/04/2020,Đắk Lắk,Cư M'Gar,Ea M'DRóh,107.93504,12.92129
29/04/2020,Đắk Lắk,Ea Súp,Cư KBang,107.98753,13.18073
29/04/2020,Đắk Lắk,Ea Súp,Ea Rốki,107.9795,13.24244
29/04/2020,Đắk Lắk,Ea Kar,TT. Ea Kar,108.47395,12.85203
29/04/2020,Đắk Lắk,Krông Pắc,Ea Kly,108.40113,12.71861
29/04/2020,Đắk Lắk,Krông Ana,Bình Hòa,107.98175,12.40525
29/04/2020,Gia Lai,Ia Grai,Ia Bă,107.7753,14.06302
29/04/2020,Gia Lai,Ia Grai,Ia Bă,107.77982,14.02838
29/04/2020,Gia Lai,Ia Grai,Ia Bă,107.77481,14.03163
29/04/2020,Gia Lai,Ia Grai,Ia Chia,107.5063,13.86474
29/04/2020,Gia Lai,Ia Grai,Ia Chia,107.51036,13.86913
29/04/2020,Gia Lai,Ia Grai,Ia Grăng,107.76144,14.02593
29/04/2020,Gia Lai,Ia Grai,Ia Pếch,107.86537,13.91113
29/04/2020,Gia Lai,Ia Grai,Ia Pếch,107.85973,13.91174
29/04/2020,Gia Lai,Đức Cơ,Ia Dom,107.55466,13.84634
29/04/2020,Gia Lai,Đức Cơ,Ia Dom,107.56003,13.84576
29/04/2020,Gia Lai,Đức Cơ,Ia Lang,107.79028,13.74636
29/04/2020,Gia Lai,Đức Cơ,Ia Pnôn,107.59052,13.64956
29/04/2020,Gia Lai,Đức Cơ,Ia Pnôn,107.58579,13.64893
29/04/2020,Gia Lai,Đức Cơ,Ia Pnôn,107.58909,13.65008
29/04/2020,Gia Lai,Kông Chro,Đăk PLing,108.79568,13.68777
29/04/2020,Gia Lai,Kông Chro,Đăk Song,108.67579,13.58927
29/04/2020,Gia Lai,Kông Chro,Đăk Tơ Pang,108.599,13.856
29/04/2020,Gia Lai,Kông Chro,Đăk Tơ Pang,108.589,13.854
29/04/2020,Gia Lai,Chư Prông,Ia Ga,107.84116,13.58734
29/04/2020,Gia Lai,Chư Prông,Ia Mơ,107.61778,13.53076
29/04/2020,Gia Lai,Chư Prông,Ia Mơ,107.64445,13.48038
29/04/2020,Gia Lai,Đăk Đoa,Hà Đông,108.21986,14.28745
29/04/2020,Gia Lai,Chư Pưh,Ia Le,108.12714,13.45392
29/04/2020,Gia Lai,Chư Păh,Ia Kreng,107.70716,14.20642
29/04/2020,Gia Lai,Chư Sê,HBông,108.18356,13.64058
29/04/2020,Gia Lai,Krông Pa,Đất Bằng,108.80289,13.27153
29/04/2020,Lạng Sơn,Đình Lập,Bắc Xa,107.25769,21.63824
29/04/2020,Lạng Sơn,Đình Lập,Bắc Xa,107.25707,21.64234
29/04/2020,Lạng Sơn,Đình Lập,Châu Sơn,107.20002,21.43388
29/04/2020,Lạng Sơn,Đình Lập,Châu Sơn,107.20004,21.43296
29/04/2020,Lạng Sơn,Đình Lập,Cường Lợi,107.14399,21.52588
29/04/2020,Lạng Sơn,Đình Lập,Cường Lợi,107.14346,21.52996
29/04/2020,Lạng Sơn,Đình Lập,Cường Lợi,107.09309,21.47003
29/04/2020,Lạng Sơn,Đình Lập,Đình Lập,107.04877,21.59211
29/04/2020,Lạng Sơn,Đình Lập,Đình Lập,107.05444,21.60518
29/04/2020,Lạng Sơn,Đình Lập,Đồng Thắng,107.11559,21.44791
29/04/2020,Lạng Sơn,Đình Lập,Đồng Thắng,107.124,21.429
29/04/2020,Lạng Sơn,Đình Lập,Đồng Thắng,107.144,21.432
29/04/2020,Lạng Sơn,Đình Lập,Đồng Thắng,107.12,21.436
29/04/2020,Lạng Sơn,Đình Lập,Kiên Mộc,107.14988,21.53905
29/04/2020,Lạng Sơn,Đình Lập,Lâm Ca,107.064,21.367
29/04/2020,Lạng Sơn,Đình Lập,Lâm Ca,107.08015,21.42317
29/04/2020,Lạng Sơn,Đình Lập,Lâm Ca,107.08,21.42307
29/04/2020,Lạng Sơn,Đình Lập,Lâm Ca,107.08384,21.42363
29/04/2020,Lạng Sơn,Đình Lập,Lâm Ca,107.0837,21.4235
29/04/2020,Lạng Sơn,Đình Lập,Thái Bình,107.016,21.507
29/04/2020,Lạng Sơn,Đình Lập,Thái Bình,106.918,21.433
29/04/2020,Lạng Sơn,Lạng Sơn,Quảng Lạc,106.74164,21.81359
29/04/2020,Lạng Sơn,Chi Lăng,Bắc Thủy,106.67504,21.73244
29/04/2020,Lạng Sơn,Lộc Bình,Hữu Lân,106.84509,21.66647
29/04/2020,Thanh Hoá,Mường Lát,Tam Chung,104.64668,20.57614
29/04/2020,Thanh Hoá,Mường Lát,Tén Tằn,104.5901,20.57572
29/04/2020,Thanh Hoá,Mường Lát,Tén Tằn,104.53593,20.54302
29/04/2020,Thanh Hoá,Mường Lát,Tén Tằn,104.60125,20.5844
29/04/2020,Thanh Hoá,Mường Lát,Tén Tằn,104.60026,20.56991
29/04/2020,Thanh Hoá,Mường Lát,Tén Tằn,104.59955,20.5734
29/04/2020,Thanh Hoá,Quan Sơn,Na Mèo,104.6459,20.36048
29/04/2020,Thanh Hoá,Quan Sơn,Na Mèo,104.6507,20.35754
29/04/2020,Thanh Hoá,Quan Sơn,Na Mèo,104.64991,20.36102
29/04/2020,Thanh Hoá,Quan Sơn,Na Mèo,104.65038,20.35745
29/04/2020,Thanh Hoá,Quan Sơn,Sơn Thủy,104.71418,20.38763
29/04/2020,Thanh Hoá,Quan Sơn,Sơn Thủy,104.72626,20.37126
29/04/2020,Thanh Hoá,Lang Chánh,Giao An,105.2318,20.08114
29/04/2020,Thanh Hoá,Lang Chánh,Giao An,105.22704,20.08049
29/04/2020,Thanh Hoá,Lang Chánh,Giao An,105.2699,20.09732
29/04/2020,Thanh Hoá,Lang Chánh,Giao An,105.27416,20.0979
29/04/2020,Thanh Hoá,Lang Chánh,Giao An,105.25108,20.07273
29/04/2020,Thanh Hoá,Lang Chánh,Giao An,105.25056,20.07633
29/04/2020,Thanh Hoá,Quan Hóa,Thành Sơn,104.96309,20.60178
29/04/2020,Thanh Hoá,Quan Hóa,Thanh Xuân,105.01218,20.47493
29/04/2020,Thanh Hoá,Cẩm Thủy,Cẩm Châu,105.43186,20.1751
29/04/2020,Quảng Ninh,Tiên Yên,Điền Xá,107.29229,21.39927
29/04/2020,Quảng Ninh,Tiên Yên,Điền Xá,107.30855,21.39704
29/04/2020,Quảng Ninh,Tiên Yên,Điền Xá,107.30486,21.3966
29/04/2020,Quảng Ninh,Tiên Yên,Điền Xá,107.291,21.389
29/04/2020,Quảng Ninh,Tiên Yên,Điền Xá,107.296,21.395
29/04/2020,Quảng Ninh,Ba Chẽ,Lương Mông,107.04858,21.28769
29/04/2020,Quảng Ninh,Ba Chẽ,Thanh Sơn,107.244,21.334
29/04/2020,Quảng Ninh,Ba Chẽ,Thanh Sơn,107.22,21.339
29/04/2020,Quảng Ninh,Ba Chẽ,Thanh Sơn,107.224,21.33
